"TaxonUsageID";"TaxonConceptID";"TaxonName";"AuthorName"
52025;52025;"Cynanchum longipes";"N.E.Br."
52026;52026;"Sicyos polyacantha";"Cogn."
52027;52027;"Cissus cactiformis";"Gilg"
52028;52028;"Diaphananthe subsimplex";"Summerh."
52029;52029;"Hunteria congolana";"Pichon ex Pichon"
52030;52030;"Isoglossa substrobilina";"C.B.Clarke"
52031;52031;"Justicia whytei";"S.Moore"
52032;52032;"Pavetta elliottii";"K.Schum. & K.Krause"
52033;52033;"Rothmannia urcelliformis";"(Hiern) Robyns"
52034;52034;"Vepris hanangensis var. unifoliolata";"Kokwaro"
52035;52035;"Vitex strickeri";"Vatke & Hildebr."
52036;52036;"Dovyalis caffra";"(Hook.f. & Harv.) Hook.f."
52037;52037;"Ludia mauritiana";"J.F.Gmel."
52038;52038;"Allophylus ferrugineus var. ferrugineus";"Taub."
52039;52038;"Allophylus macrobotrys";"Gilg"
52040;52040;"Caesalpinia volkensii";"Harms"
52041;52041;"Olea capensis";"L."
52042;52042;"Crotalaria axillaris";"Aiton"
52043;52043;"Coccinia adoensis";"(A.Rich.) Cogn."
52044;52044;"Allophylus species";
52046;52046;"Deinbollia kilimandscharica";"Taub."
52047;52047;"Eriobotrya japonica";"(Thunb.) Lindl."
52048;52048;"Tradescantia zebrina";"Heynh. ex Bosse"
52049;52049;"Peddiea species";
52050;52050;"Scolopia theifolia";"Gilg"
52051;52051;"Tridactyle furcistipes";"Summerh."
52052;52052;"Maerua triphylla";"A.Rich."
52053;52053;"Aerangis somalensis";"(Schltr.) Schltr."
52054;52054;"Angraecum erectum";"Summerh."
52055;52055;"Aspilia pluriseta";"Schweinf."
52089;52055;"Aspilia asperifolia";"O. Hoffm."
52056;52056;"Macrotyloma maranguense";"(Taub.) Verdc."
52057;52057;"Rhoicissus tridentata";"(L.f.) Wild & R.B.Drumm."
52058;52058;"Turraea abyssinica";"Hochst. ex A.Rich."
52059;52059;"Polystachya virginea";"Summerh."
52060;52060;"Gardenia ternifolia";"Schumach. & Thonn."
52061;52061;"Dombeya rotundifolia";"(Hochst.) Planch."
52062;52062;"Aloe volkensii";"Engl."
52064;52064;"Albuca virens";"(Ker Gawl.) J.C.Manning & Goldblatt"
52065;52064;"Ornithogalum tenuifolium";"F. Delaroche"
52066;52066;"Plectranthus cyaneus";"Gürke"
52067;52067;"Adenia lanceolata";"Engl."
52068;52068;"Blotiella species";
52069;52069;"Isachne mauritiana";"Kunth"
52070;52070;"Oplismenus species";
52071;52071;"Polystichum species";
52072;52072;"Psychotria species";
52073;52073;"Chassalia kenyensis";"Verdc."
52074;52074;"Dracaena fragans";"(L.) Ker Gawl."
52075;52075;"Lasianthus cereiflorus";"E.A.Bruce"
52076;52076;"Micrococca holstii";"(Pax) Prain"
52077;52077;"Microglossa densiflora";"Hook.f."
52078;52078;"Solanum mauritianum";"Scop."
52079;52079;"Psychotria mahonii";"C.H.Wright"
52080;52080;"Cola greenwayi var. keniensis";"Brenan"
52081;52081;"Rubus steudneri var. dictyophyllus";"(Oliv.) R.A.Graham"
52082;52082;"Loudetia arundinacea";"(Hochst. ex A.Richt) Steud."
52083;52082;"Loudetia arundinacea var. trichantha";"(Peter) Hutch."
52084;52084;"Echinops gracilis";"O.Hoffm."
52085;52085;"Elyonurus argenteus";"Nees"
52086;52086;"Protea madiensis";"Oliv."
52087;52087;"Stomatanthes africanus";"(Oliv. & Hiern) R.M.King & H.Rob"
52088;52087;"Eupatorium africanum";"Oliv. & Hiern"
52090;52090;"Cymbopogon nardus";"(L.) Rendle"
52091;52090;"Cymbopogon afronardus";"Stapf"
52092;52092;"Vernonia karaguensis";"Oliv."
52095;52095;"Indigofera emarginella";"Steud. ex A.Rich."
52096;52096;"Dombeya buettneri";"K.Schum."
52100;52096;"Dombeya claessensii";"De Wild."
52097;52097;"Hyparrhenia cymbaria";"(L.) Stapf"
52098;52098;"Hyparrhenia pilgeriana";"C.E.Hubb."
52099;52098;"Hyparrhenia claessensii";"Robyns"
52101;52101;"Solenostemon platostomoides";"(Robyns & Lebrun) Troupin"
52102;52101;"Coleus platostomoides";"Robyns & Lebrun"
52103;52103;"Microchloa indica";"(L.f.) P.Beauv."
52104;52104;"Brachiaria scalaris";"Pilg."
52105;52105;"Bulbostylis hispidula ssp. hispidula";"(Vahl) R.W.Haines"
52106;52105;"Fimbristylis exilis";"(Kunth) Roem. & Schult."
52427;52105;"Fimbristylis hispidula";"(Vahl) Kunth"
52107;52107;"Aeollanthus repens";"Oliv."
52110;52110;"Alysicarpus glumaceus var. glumaceus";"(Vahl) DC."
52111;52110;"Alysicarpus violaceus";"(Forssk.) Schindl."
52112;52112;"Pachycarpus linearis";"(E.Mey.) N.E.Br."
52113;52112;"Asclepias linearis";"(E. Mey.) Schltr."
52114;52114;"Eragrostis volkensii";"Pilg."
52115;52115;"Urginea bequaertii";"De Wild."
52119;52119;"Cenchrus unisetus";"(Nees) Morrone"
52120;52119;"Pennisetum unisetum";"(Nees) Benth."
52121;52121;"Hyparrhenia bracteata";"(Humb. & Bonpl. ex Willd.) Stapf"
52122;52122;"Aframomum species";
52123;52123;"Oldenlandia herbacea";"(L.) Roxb."
52124;52124;"Vigna heterophylla";"A.Rich."
52125;52124;"Vigna micrantha";"Chiov."
52253;52124;"Vigna ambacensis";"Welw. ex Baker"
52127;52127;"Diodella sarmentosa";"(Sw.) Bacigalupo & E.L.Cabral"
52128;52127;"Diodia scandens";"Sw."
52129;52129;"Pleiotaxis species";
52130;52130;"Digitaria longiflora";"(Retz.) Pers."
52131;52131;"Melinis tenuissima";"Stapf"
52132;52132;"Diplolophium africanum";"Turcz."
52133;52132;"Diplolophium abyssinicum";"Diplolophium abyssinicum"
52134;52134;"Haumaniastrum species";
52135;52134;"Acrocephalus species";
52136;52136;"Helichrysum nudifolium var. oxyphyllum";"(DC.) Beentje"
52137;52136;"Helichrysum alismatifolium";"Moeser"
52138;52138;"Trifolium rueppellianum var. rueppellianum";"Fresen"
52139;52138;"Trifolium subrotundum";"A. Rich."
52141;52141;"Guizotia species";
52142;52141;"Guizotia cf. schultzii";
52143;52143;"Kosteletzkya species";
52147;52147;"Primula species";
52148;52148;"Indigofera hendecaphylla";"Jacq."
52149;52148;"Indigofera endecaphylla";"Jacq."
52150;52150;"Erigeron sumatrensis";"Retz."
52151;52151;"Murdannia nudiflora";"(L.) Brenan"
52152;52151;"Commelina nudiflora";"L."
52153;52153;"Triumfetta species";
52155;52155;"Eriosema montanum";"Baker f."
52157;52157;"Combretum species";
52158;52158;"Glycine species";
52159;52159;"Crotalaria sphaerocarpa";"Perr. ex DC."
52160;52160;"Cyperus cylindrostachys";"Boeckeler"
52161;52160;"Mariscus umbellatus";"(Rottb.) Vahl"
52162;52162;"Teramnus species";
52163;52163;"Echinops species";
52164;52164;"Argyrolobium species";
52165;52165;"Indigofera secundiflora";"Poir."
52166;52166;"Solanum incanum s.l.";"L."
52167;52167;"Aeschynomene species";
52168;52167;"Aeschynomene cf. abyssinica";"(A.Rich.) Vatke"
52169;52169;"Platostoma rotundifolium";"(Briq.) A.J.Paton"
52170;52169;"Geniosporum paludosum";"Baker"
52171;52171;"Echinops amplexicaulis";"Oliv."
52172;52172;"Rhamphicarpa species";
52175;52175;"Peucedanum species";
52176;52176;"Pentas lanceolata var. quartiniana";
52177;52176;"Pentas carnea";"Benth."
52178;52178;"Justicia insularis";"T.Anderson"
52179;52179;"Dissotis species";
52180;52180;"Clematis hirsuta";"Guill. & Perr."
52189;52180;"Clematis wightiana";"Wall."
52181;52181;"Cissus species";
52182;52182;"Clerodendrum tanganyikense";"Baker"
52183;52183;"Albizia species";
52184;52183;"Albizia aff. ferruginea";
52185;52185;"Launaea taraxacifolia";"(Willd.) Amin ex C.Jeffrey"
52186;52185;"Lactuca taraxacifolia";"(Willd.) Schumach. ex Hornem."
52187;52187;"Pilogyne minutiflora";"(Cogn.) W.J.de Wilde & Duyfjes"
52188;52187;"Melothria minutiflora";"Cogn."
52190;52190;"Cynodon nlemfuensis";"Vanderyst"
52191;52191;"Oxalis anthelmintica";"A. Rich."
52192;52192;"Emilia sonchifolia";"(L.) DC."
52193;52193;"Desmodium incanum";"(Sw.) DC."
52194;52194;"Vernonia biafrae";"Oliv. & Hiern"
52195;52195;"Aneilema minutiflorum";"Faden"
52196;52196;"Crotalaria recta";"Steud. ex A.Rich."
52197;52197;"Diplachne caudata";"K.Schum."
52198;52198;"Kohautia coccinea";"Royle"
52199;52199;"Lindernia parviflora";"(Roxb.) Haines"
52200;52200;"Corchorus pseudocapsularis";"Schweinf."
52201;52201;"Caucanthus albidus";"Nied.) Nied."
52202;52202;"Sterculia stenocarpa";"H.Winkl."
52203;52203;"Grewia erythraea";"Schweinf."
52204;52204;"Blepharispermum pubescens";"S.Moore"
52205;52205;"Commiphora species";
52206;52206;"Ormocarpum keniense";"J.B.Gillett"
52207;52207;"Hildebrandtia obcordata";"S.Moore"
52208;52208;"Tennantia sennii";"Verdc. & Bridson"
52209;52209;"Acacia mellifera ssp. mellifera";"(Vahl) Benth."
52210;52210;"Acacia paolii";"Chiov."
52211;52211;"Maerua subcordata";"(Gilg) DeWolf"
52212;52212;"Cadaba mirabilis";"Gilg"
52213;52213;"Cadaba glandulosa";"Forssk."
52214;52214;"Cadaba ruspolii";"Gilg"
52215;52215;"Acacia reficiens ssp. misera";"(Vatke) Brenan"
52216;52216;"Acacia horrida ssp. benadirensis";"(Chiov.) Hillc. & Brenan"
52217;52217;"Cordia crenata";"Delile"
52218;52218;"Acacia etbaica";"Schweinf."
52219;52219;"Capparis sepiaria";"L."
52220;52220;"Ipomoea cicatricosa";"Baker"
52221;52221;"Abutilon guineense";"(Schumach.) Baker f. & Exell"
52222;52222;"Cenchrus polystachios";"(L.) Morrone"
52223;52222;"Pennisetum polystachion";"(L.) Schult."
52224;52224;"Digitaria acuminatissima";"Stapf"
52225;52225;"Uraria picta";"(Jacq.) DC."
52226;52226;"Desmodium velutinum";"(Willd.) DC."
52227;52227;"Spigelia anthelmia";"L."
52228;52228;"Spermacoce stachydea";"DC."
52229;52229;"Corchorus aestuans";"L."
52230;52230;"Passiflora foetida";"L."
52231;52231;"Lagenaria breviflora";"(Benth.) Roberty"
52233;52233;"Plectranthus monostachyus";"(P.Beauv.) B.J.Pollard"
52234;52233;"Solenostemon monostachyus";"(P.Beauv.) Briq."
52235;52235;"Mariscus cylindristachyus";"Steud."
52236;52235;"Mariscus alternifolius";"auct."
52237;52237;"Oldenlandia affinis";"(Roem. & Schult.) DC."
52238;52238;"Cleome rutidosperma";"DC."
52239;52239;"Struchium sparganophorum";"(L.) Kuntze"
52240;52239;"Sparganophorus sparganophorus";"(L.) C.Jeffrey"
52241;52241;"Sida urens";"L."
52242;52242;"Ipomoea asarifolia";"(Desr.) Roem. & Schult."
52243;52243;"Laportea aestuans";"(L.) Chew"
52244;52244;"Schrankia leptocarpa";"DC."
52247;52247;"Indigofera hirsuta";"L."
52248;52248;"Perotis hildebrandtii";"Mez"
52249;52249;"Ipomoea eriocarpa";"R.Br."
52250;52250;"Zehneria capillacea";"(Schumach.) C.Jeffrey"
52251;52251;"Anchomanes difformis";"(Blume) Engl."
52252;52251;"Anchomanes welwitschii";"Rendle"
52254;52254;"Phyllanthus pentandrus";"Schumach. & Thonn."
52255;52255;"Phaulopsis ciliata";"(Willd.) Hepper"
52256;52255;"Phaulopsis falcisepala";"C.B.Clarke"
52257;52257;"Aneilema paludosum";"A.Chev."
52258;52258;"Monechma ciliatum";"(Jacq.) Milne-Redh."
52259;52259;"Desmodium gangeticum";"(L.) DC."
52260;52260;"Andropogon gayanus";"Kunth"
52261;52261;"Hybanthus enneaspermus";"(L.) F.Muell."
52262;52262;"Paullinia pinnata";"L."
52263;52263;"Triclisia subcordata";"Oliv."
52264;52264;"Mallotus oppositifolius";"(Geiseler) Müll.Arg."
52265;52265;"Solanum torvum";"Sw."
52266;52266;"Periploca nigrescens";"Afzel."
52267;52266;"Parquetina nigrescens";"(Afzel.) Bullock"
52268;52268;"Morinda lucida";"Benth."
52269;52269;"Antiaris toxicaria var. africana";"Scott-Elliot ex A.Chev."
52270;52270;"Margaritaria discoidea var. discoidea";"(Bail.) G.L.Webster"
52271;52270;"Phyllanthus discoideus";"(Baill.) Müll.Arg."
52272;52272;"Abrus melanospermus";"Hassk."
52273;52272;"Abrus pulchellus";"Wall. ex Thwaites"
52274;52274;"Ficus exasperata";"Vahl"
52275;52275;"Dioscorea bulbifera";"L."
52276;52276;"Milicia excelsa";"(Welw.) C.C.Berg"
52277;52277;"Newbouldia laevis";"(P.Beauv.) Seem. ex Bureau"
52278;52278;"Chassalia kolly";"(Schumach.) Hepper"
52279;52279;"Entada mannii";"(Oliv.) Tisser"
52280;52280;"Elaeis guineensis";"Jacq."
52281;52281;"Albizia ferruginea";"(Guill. & Perr.) Benth."
52282;52282;"Combretum paniculatum";"Vent."
52283;52283;"Sarcocephalus latifolius";"(Sm.) E.A.Bruce"
52284;52283;"Nauclea latifolia";"Sm."
52285;52285;"Ipomoea mauritiana";"Jacq."
52286;52286;"Ficus asperifolia";"Miq."
52287;52287;"Culcasia saxatilis";"A.Chev."
52288;52288;"Lannea velutina";"A.Rich."
52289;52289;"Lecaniodiscus cupanioides";"Planch."
52290;52290;"Lonchocarpus sericeus";"(Poir.) Kunth ex DC."
52291;52291;"Holarrhena floribunda";"(G.Don) T.Durand & Schinz"
52292;52292;"Sorindeia grandifolia";"Engl."
52293;52292;"Sorindeia warneckei";"Engl."
52294;52294;"Dialium guineense";"Willd."
52295;52295;"Pouteria alnifolia var. alnifolia";"(Baker) Roberty"
52296;52295;"Malacantha alnifolia";"(Baker) Pierre"
52297;52297;"Aristolochia albida";"Duch."
52298;52298;"Diospyros mespiliformis";"Hochst. ex A.DC."
52299;52299;"Rourea coccinea var. coccinea";"(Schumach. & Thonn.) Benth."
52319;52299;"Byrsocarpus coccineus";"Schumach. & Thonn."
52300;52300;"Bridelia ferruginea";"Benth."
52301;52301;"Anogeissus leiocarpa";"(DC.) Guill. & Perr."
52302;52302;"Terminalia schimperiana";"Hochst."
52303;52302;"Terminalia glaucescens";"Planch. ex Benth."
52304;52304;"Philenoptera cyanescens";"(Schumach. & Thonn.) Roberty"
52321;52304;"Lonchocarpus cyanescens";"(Schumach. & Thonn.) Benth."
52306;52306;"Ludwigia decurrens";"Walter"
52308;52308;"Leptochloa coerulescens";"Steud."
52309;52309;"Vigna luteola";"(Jacq.) Benth."
52310;52310;"Euphorbia hyssopifolia";"L."
52312;52312;"Celosia argentea";"L."
52314;52314;"Leucaena leucocephala";"(Lam.) de Wit"
52315;52315;"Capsicum frutescens";"L."
52316;52316;"Acacia auriculiformis";"A.Cunn. ex Benth."
52317;52317;"Corchorus species";
52318;52318;"Albizia zygia";"(DC.) J.F.Macbr."
52320;52320;"Annona senegalensis";"Pers."
52322;52322;"Aeschynomene elaphroxylon";"(Guill. & Perr.) Taub."
52323;52323;"Aeschynomene pfundii";"Taub."
52324;52324;"Ceratotheca species";
52325;52325;"Crassula rhodesica";"(Merxm.) Wickens & M.Bywater"
52326;52326;"Lemna gibba";"L."
52327;52327;"Persicaria species";
52328;52328;"Utricularia inflexa";"Forssk."
52329;52329;"Vernonia theophrastifolia";"Schweinf. ex Oliv. & Hiern"
52330;52329;"Vernonia richardiana";"(Kuntze) Pic.Serm."
52331;52331;"Utricularia stellaris";"L.f."
52332;52332;"Nymphaea micrantha";"Guill. & Perr."
52333;52332;"Nymphaea guineensis";"Schumach. & Thonn."
52334;52334;"Salvinia nymphellula";"Desv."
52335;52335;"Wolffia arrhiza";"(L.) Horkel ex Wimm."
52336;52336;"Eleocharis mutata";"(L.) Roem. & Schult."
52337;52337;"Eleocharis dulcis";"(Burm.f.) Trin. ex Hensch."
52339;52339;"Oxycaryum cubense";"(Poepp. & Kunth) Palla"
52340;52340;"Cyperus compressus";"L."
52342;52342;"Acrostichum aureum";"L."
52343;52343;"Rhizophora racemosa";"G.Mey."
52344;52344;"Avicennia germinans";"(L.) L."
52345;52345;"Dalbergia ecastaphyllum";"(L.) Taub."
52346;52346;"Heteropterys leona";"(Cav.) Exell"
52347;52347;"Machaerium lunatum";"(L.f.) Ducke"
52348;52347;"Drepanocarpus lunatus";"(L.f.) G.Mey."
52349;52349;"Pterocarpus santalinoides";"L'Hér. ex DC."
52350;52350;"Mitragyna inermis";"(Willd.) K.Schum."
52351;52351;"Aphania senegalensis";"(Juss. ex Poir.) Radlk."
52352;52352;"Antidesma venosum";"E.Mey. ex Tul."
52353;52353;"Phyllanthus reticulatus";"Poir."
52354;52354;"Chrysopogon nigritanus";"(Benth.) Veldkamp"
52355;52354;"Vetiveria nigritana";"(Benth.) Stapf"
52356;52356;"Andropogon gayanus var. bisquamulatus";"(Hochst.) Hack."
52357;52357;"Eragrostis japonica";"(Thunb.) Trin."
52358;52357;"Eragrostis namaquensis";"Nees ex Schrad."
52359;52359;"Cassytha filiformis";"L."
52360;52360;"Tacazzea apiculata";"Oliv."
52361;52361;"Scoparia dulcis";"L."
52362;52362;"Sporobolus virginicus";"(L.) Kunth"
52363;52363;"Xyris straminea";"L.A.Nilsson"
52364;52364;"Oldenlandia goreensis";"(DC.) Summerh."
52365;52365;"Xyris congensis";"Büttner"
52366;52365;"Xyris capensis";"Baker"
52367;52367;"Exacum quinquinervium";"Griseb."
52368;52368;"Neurotheca loeselioides";"(Spruce ex Progel) Baill."
52369;52369;"Vandellia diffusa";"L."
52370;52369;"Lindernia diffusa";"(L.) Wettst."
52371;52371;"Mariscus ligularis";"(L.) Urb."
52372;52372;"Stylosanthes erecta";"P.Beauv."
52373;52373;"Kyllinga erecta var. erecta";"Schumach."
52374;52374;"Indigofera diphylla";"Vent."
52375;52375;"Setaria geminata";"(Forssk.) Veldkamp"
52376;52375;"Paspalidium geminatum";"(Forssk.) Stapf"
52377;52377;"Cassia rotundifolia";"Pers."
52378;52378;"Oldenlandia corymbosa";"L."
52379;52379;"Bacopa crenata";"(P.Beauv.) Hepper"
52380;52380;"Tephrosia purpurea";"(L.) Pers."
52381;52381;"Zornia latifolia";"Sm."
52382;52382;"Allophylus spicatus";"(Poir.) Radlk."
52383;52383;"Eugenia coronata";"Schumach. & Thonn."
52385;52385;"Fimbristylis dichotoma";"(L.) Vahl"
52387;52387;"Polygala arenaria";"Willd."
52388;52388;"Flagellaria guineensis";"Schumach."
52389;52389;"Grewia carpinifolia";"Juss."
52390;52390;"Zanthoxylum zanthoxyloides";"(Lam.) Zepern. & Timler"
52391;52391;"Azadirachta indica";"A.Juss."
52392;52392;"Drypetes floribunda";"(Müll.Arg.) Hutch."
52393;52393;"Millettia thonningii";"(Schumach. & Thonn.) Baker"
52394;52394;"Antiaris toxicaria";"Lesch."
52395;52395;"Vitex doniana";"Sweet"
52396;52396;"Ficus bubu";"Warb."
52397;52397;"Uvaria chamae";"P.Beauv."
52398;52398;"Psydrax horizontalis";"(K.Schum. & Thonn.) Bridson"
52399;52398;"Canthium horizontale";"(Schumach.) Hiern"
52400;52400;"Allophylus africanus";"P.Beauv."
52401;52401;"Alchornea cordifolia";"(Schumach. & Thonn.) Müll.Arg."
52402;52402;"Jasminum pauciflorum";"Benth."
52403;52403;"Diospyros tricolor";"(Schumach. & Thonn.) Hiern"
52404;52404;"Oxyanthus formosus";"Hook.f."
52405;52405;"Sansevieria liberica";"G‚rome & Labroy"
52406;52406;"Plectranthus bojeri";"(Benth.) Hedge"
52407;52406;"Solenostemon latifolius";"(Hochst. ex Benth.) J.K.Morton"
52408;52408;"Talinum triangulare";"(Jacq.) Willd."
52409;52409;"Secamone afzelii";"(Schult.) K.Schum."
52410;52410;"Opilia amentacea";"Roxb."
52411;52411;"Abrus precatorius";"L."
52412;52412;"Ritchiea reflexa";"(Thonn.) Gilg & Gilg-Ben."
52413;52413;"Flabellaria paniculata";"Cav."
52414;52414;"Capparis brassii";"DC."
52415;52414;"Capparis thonningii";"Schumach."
52416;52416;"Jasminum dichotomum";"Vahl"
52417;52417;"Tylophora sylvatica";"Decne."
52418;52418;"Vigna venulosa";"Baker"
52419;52419;"Chrysobalanus icaco";"L."
52420;52420;"Rytigynia sp.";
52421;52421;"Schwenckia americana";"L."
52422;52422;"Perotis indica";"(L.) Kuntze"
52423;52423;"Dichapetalum pallidum";"(Oliv.) Engl."
52424;52424;"Clitoria falcata";"Lam."
52425;52424;"Clitoria rubiginosa";"Pers."
52426;52426;"Schizachyrium sanguineum";"(Retz.) Alston"
52428;52428;"Alysicarpus rugosus";"(Willd.) DC."
52429;52429;"Indigofera nigricans";"Vahl ex Pers."
52430;52430;"Indigofera pulchra";"Willd."
52431;52431;"Desmodium triflorum";"(L.) DC."
52432;52432;"Micrargeria filiformis";"(Schumach. & Thonn.) Hutch. & Dalziel"
52433;52432;"Micrargeria barteri";"Skan"
52434;52434;"Bulbostylis filamentosa";"(Vahl) C.B.Clarke"
52435;52435;"Andropogon gayanus var. gayanus";"Kunth"
52436;52436;"Bulbostylis abortiva";"(Steud.) C.B.Clarke"
52437;52437;"Crotalaria goreensis";"Guill. & Perr."
52438;52438;"Eriosema griseum";"Baker"
52439;52439;"Fimbristylis pilosa";"(Poir.) Vahl"
52441;52441;"Sida linifolia";"Juss. ex Cav."
52442;52442;"Spermacoce verticillata";"L."
52444;15;"Melampodium australe";"Loefl."
52445;15;"Acanthospermum brasilum";"Schrank"
52446;15;"Acanthospermum xanthoides var. obtusifolium";"DC."
52447;15;"Centrospermum xanthoides";"Kunth"
52448;20;"Spilanthes caulirhiza";"(Delile) DC."
52449;20;"Acmella mauritiana";"A. Rich. ex Pers."
52450;20;"Spilanthes africana";"DC."
52451;20;"Spilanthes abyssinica";"Sch. Bip. ex A. Rich."
52452;20;"Eclipta filicaulis";"Schumach. & Thonn."
52453;20;"Spilanthes filicaulis";"(Schumach. & Thonn.) C. D. Adams"
52454;20;"Spilanthes acmella var. acmella";"(L.) Murray"
52455;20;"Verbesina acmella";"L."
52456;20;"Spilanthes acmella";"(L.) Murray"
52457;20;"Blainvillea acmella";"(L.) Philipson"
52458;20;"Eclipta latifolia";"L. f."
52459;20;"Blainvillea latifolia";"(L. f.) DC."
52460;20;"Blainvillea rhomboidea";"Cass."
52461;20;"Blainvillea dalla-vedovae";"A. Terracc."
52462;20;"Verbesina dichotoma";"Murray"
52463;20;"Blainvillea dichotoma";"(Murray) Stewart"
52464;20;"Spilanthes caulirhiza var. madagascariensis";"DC."
52465;20;"Spilanthes mauritiana f. madagascariensis";"(DC.) A. H. Moore"
52466;22;"Aeschynomene telekii";"Schweinf."
52467;22;"Aeschynomene paludicola";"Harms"
52468;22;"Aeschynomene mearnsii";"De Wild."
52469;22;"Aeschynomene gilletii";"De Wild."
52470;22;"Aeschynomene mearnsi";"De Wild."
52471;22;"Aeschynomene mukuluensis";"De Wild."
52472;26;"Ajuga bracteosa var. canescens";"(Benth.) Engl."
52473;26;"Ajuga integrifolia var. canescens";"(Benth.) Cufod."
52474;26;"Ajuga remota var. canescens";"Benth."
52475;26;"Ajuga crenata";"(Hochst. ex Vatke) Chiov."
52476;26;"Ajuga bracteosa var. crenata";"(Hochst. ex Vatke) Baker"
52477;26;"Ajuga remota var. crenata";"Hochst. ex Vatke"
52478;26;"Ajuga integrifolia";"D. Don"
52479;26;"Ajuga bracteosa";"Benth."
52480;29;"Alisma angustifolium";"Hoppe"
52481;29;"Alisma verticillatum";"Dulac"
52482;29;"Alisma plantaginifolium";"St. -Lag."
52483;29;"Alisma plantagineum";"St. -Lag."
52484;29;"Alisma paniculatum";"Stokes"
52485;29;"Alisma michaletii";"(Aschers. & Graebn.) Aschers. & Graebn."
52486;29;"Alisma heterophyllum";"Schur"
52487;29;"Alisma ceretanica";"Sennen"
52488;29;"Echinodorus vulgaris";"Bubani"
52489;29;"Alisma latifolium";"Gilib."
52490;29;"Alisma plantago-aquatica var. latifolium";"(Gilib.) Kunth"
52491;29;"Alisma plantago";"L."
52492;34;"Gomphrena sessilis";"L."
52493;34;"Illecebrum sessile";"(L.) L."
52494;34;"Alternanthera achyranthes";"Forssk."
52495;34;"Achyranthes repens";"L."
52496;34;"Alternanthera repens";"(L.) J.F. Gmel."
52497;34;"Alternanthera repens";"(L.) Link"
52498;34;"Achyranthes radicans";"Cav."
52499;34;"Alternanthera denticulata";"R. Br."
52500;69;"Ocimum polystachyon";"L."
52501;69;"Moschosma polystachyum";"(L.) Benth."
52502;69;"Ocimum dimidiatum";"Schumach. & Thonn."
52503;69;"Moschosma dimidiatum";"(Schumach. & Thonn.) Benth."
52504;69;"Moschosma polystachyum var. dimidiatum";"(Schumach. & Thonn.) Briq."
52505;69;"Moschosma polystachyum var. stereocladum";"(Briq.) Briq."
52506;69;"Basilicum polystachyon var. stereocladum";"Briq."
52507;69;"Basilicum polystachyon var. flaccidum";"Briq."
52508;69;"Moschosma polystachyum var. flaccidum";"(Briq.) Briq."
52509;69;"Moschosma polystachyum var. moschatum";"(R. Br.) Briq."
52510;72;"Kerneria pilosa";"(L.) Lowe"
52511;72;"Coreopsis leucanthema";"L."
52512;72;"Cotula minuta";"G. Forst."
52513;72;"Myriogyne minuta";"(G. Forst.) Less."
52514;72;"Centipeda minuta";"(G. Forst.) C.B. Clarke"
52515;72;"Coreopsis leucantha";"L."
52516;72;"Bidens leucantha";"(L.) Willd."
52517;72;"Bidens sundaica";"Blume"
52518;72;"Bidens leucantha var. sundaica";"(Blume) Hassk."
52519;72;"Bidens pilosa var. minor";"(Blume) Sherff"
52520;72;"Bidens sundiaca var. minor";"Blume"
52521;72;"Bidens sundiaca";"Blume"
52522;72;"Centipeda orbicularis";"Lour."
52523;76;"Boerhavia repens var. diffusa";"(L.) Hook. f."
52524;76;"Boerhavia adscendens";"Willd."
52525;76;"Boerhavia africana";"Lour."
52526;76;"Boerhavia paniculata";"Rich."
52527;76;"Commicarpus africanus";"(Lour.) Dandy"
52528;110;"Centella coriacea";"Nannf."
52529;110;"Hydrocotyle thunbergiana";"Spreng."
52530;110;"Hydrocotyle pallida";"DC."
52531;110;"Hydrocotyle pallida var. subintegra";"DC."
52532;111;"Achyranthes aquatica";"R. Br."
52533;141;"Coldenia angolensis";"Welw."
52534;141;"Lobophyllum tetrandrum";"F. Muell."
52535;144;"Commelina pyrrhoblepharis var. glabra";"Pic. Serm."
52536;144;"Commelina phaeochaeta";"Chiov."
52537;144;"Commelina uncata";"C.B. Clarke"
52538;144;"Commelina cufodontii";"Chiov."
52539;144;"Commelina pyrrhoblepharis";"Hassk."
52540;144;"Commelina canescens";"Vahl"
52541;144;"Commelina senegalensis";"Ten."
52542;144;"Commelina turbinata";"Vahl"
52543;144;"Commelina procurrens";"Schltdl."
52544;144;"Commelina prostrata";"Regel"
52545;144;"Commelina radiciflora";"R. Br. ex C.B. Clarke"
52546;144;"Commelina rhizocarpa";"Afzel. ex C.B. Clarke"
52547;144;"Commelina cucullata";"L."
52548;145;"Commelina aquatica";"J. K. Morton"
52549;145;"Commelina diffusa ssp. aquatica";"(J. K. Morton) J. K. Morton"
52550;145;"Commelina diffusa var. cordispatha";"Rohweder"
52551;145;"Commelina werneana";"Hassk."
52552;153;"Erigeron crispus";"Pourr."
52553;153;"Erigeron linearifolius";"Cav."
52554;153;"Erigeron coronopifolius";"Willk."
52555;153;"Erigeron crispus ssp. Coronopifolius";"(Willk.) Pau"
52556;153;"Conyza sumatrensis";"(Retz.) E. Walker"
52557;153;"Conyza linifolia";"(Willd.) Tückh."
52558;153;"Erigeron linifolius";"Willd."
52559;153;"Erigeron naudinii";"(Bonnet) Bonnier"
52560;153;"Conyza naudinii";"Bonnet"
52561;153;"Erigeron crispus ssp. naudinii";"(Bonnet) Bonnier"
